1,12,,,
2,13,,,
3,5,,,
4,23,,,
5,3,,,
6,25,,,
7,20,,,
8,17,,,
9,3,,,
10,7,,,
11,25,,,
12,1,,,
13,6,,,
14,8,,,
15,21,,,
16,15,,,
17,23,,,
18,23,,,
19,11,,,
20,13,,,
21,13,,,
22,7,,,
23,8,,,
24,12,,,
25,10,,,
,,,,
1,44,8,22.04,1.32
2,36,10,5.97,2.79
3,45,6,31.15,6.83
4,20,2,8.13,8.95
5,25,21,41.27,2.15
6,11,3,49.78,6.47
7,31,21,38.45,2.81
8,10,8,20.33,9.53
9,21,3,27.22,9.26
10,40,23,23.12,0.77
11,47,20,34.55,5.46
12,48,6,8.23,3.42
13,7,21,13.58,1.83
14,41,16,42.34,5.52
15,19,18,45.89,1.37
16,28,10,34.09,3.6
17,22,6,22.6,0.13
18,9,2,46.01,1.18
19,1,22,5.63,5.48
20,8,3,11.28,7.55
21,15,17,37.14,5.19
22,16,16,49.98,1.45
23,17,15,16.28,8.47
24,49,24,36.26,2.59
25,14,11,23.63,3.53
7,5,5,25.38,2.36
15,43,25,26.79,0.41
19,33,24,29.32,8.43
19,38,25,47.65,8.19
18,17,23,33.64,8.47
5,31,15,43.41,2.81
13,45,25,16.88,6.83
16,9,2,49.85,1.18
11,46,21,6.03,1.97
24,36,10,10,2.79
9,25,5,47.71,2.15
25,25,7,40.5,2.15
6,13,11,21.4,2.68
5,28,22,14.29,3.6
15,45,3,44.93,6.83
8,27,13,43.6,1.07
15,30,1,42.71,8.97
25,9,13,47.76,1.18
7,11,11,31.82,6.47
15,17,6,21.74,8.47
12,26,10,37.97,5.47
24,16,13,13,1.45
23,15,17,47.89,5.19
4,17,19,30.16,8.47
17,7,6,15.48,1.83
20,28,3,33.8,3.6
16,35,15,23.92,3.19
1,47,14,7.03,5.46
9,4,16,28.68,0.36
7,8,15,36.93,7.55
13,22,7,20.14,0.13
2,29,2,35.39,9.13
18,33,17,36.47,8.43
24,1,10,20.56,5.48
14,36,2,15.45,2.79
25,39,18,36.13,5.39
10,13,2,34.82,2.68
3,19,22,46.43,1.37
6,2,8,36.17,1.82
20,21,10,36.41,9.26
24,8,25,35.37,7.55
3,15,13,28.35,5.19
15,26,8,10.42,5.47
2,26,16,32.19,5.47
10,35,21,42.6,3.19
1,24,14,23.25,9.92
7,4,4,19.02,0.36
5,23,3,7.31,9.12
22,26,5,49.81,5.47
17,45,4,10.89,6.83
11,36,15,19.82,2.79
4,23,8,35.56,9.12
15,5,16,25.04,2.36
18,50,25,47.65,4.6
23,30,19,35.25,8.97
12,46,25,5.61,1.97
23,36,20,22.12,2.79
17,9,22,9.77,1.18
16,21,20,33.84,9.26
22,33,9,16.03,8.43
3,8,6,47.5,7.55
12,50,13,30.76,4.6
18,26,2,18.23,5.47
5,29,9,26.72,9.13
2,49,2,14.81,2.59
23,9,12,31.12,1.18
20,40,8,40.78,0.77
6,30,15,39.27,8.97
16,41,11,27.41,5.52
12,38,13,35.28,8.19
2,10,10,40.02,9.53
3,23,22,49.99,9.12
14,33,15,5.23,8.43
6,7,15,18.27,1.83
24,17,11,10.95,8.47
16,42,1,44.8,9.87
13,41,24,47.94,5.52
11,24,2,16.22,9.92
10,15,10,40.34,5.19
9,36,2,40.18,2.79
2,22,1,15.7,0.13
23,34,22,12.94,7.5
11,18,17,17.6,5.1
19,45,6,23.72,6.83
4,18,23,29.57,5.1
10,1,12,21.53,5.48
14,23,24,48.65,9.12
14,26,18,23.57,5.47
24,44,18,20.21,1.32
16,7,2,37.58,1.83
14,42,4,26.84,9.87
10,29,20,8.33,9.13
5,22,12,28.73,0.13
21,49,6,22.56,2.59
22,14,2,18.55,3.53
6,34,21,26.84,7.5
10,17,18,46.73,8.47
12,5,20,35.93,2.36
21,10,9,11.89,9.53
17,17,11,40.94,8.47
21,4,13,33.63,0.36
5,11,10,6.34,6.47
13,26,18,43.33,5.47
1,7,4,38.81,1.83
5,32,4,16.07,7.35
5,30,22,12.64,8.97
25,5,7,27.35,2.36
16,14,22,29.71,3.53
20,6,16,26.38,3.3
5,18,16,41.19,5.1
19,24,10,22.44,9.92
11,34,14,32.8,7.5
23,22,16,44.12,0.13
2,23,2,38.75,9.12
23,39,10,14.69,5.39
11,7,16,17.36,1.83
13,17,6,31.2,8.47
14,31,25,20.88,2.81
9,22,20,12.45,0.13
